Case ID,Title,Pre-conditions,Step #,Step Description,Expected Result
C73842589,Walk-up Copy-Buttons-B/W Copy Button,"Pre-conditions : 



- Device in ready state with latest build 

- Feature is ready for testing",1,"B/W Copy Button press with Firmware default settings.
Note : Step applicable for Consumer devices with B/W Copy Button.","B/W Copy job with Button press is successful.
LED status, Sound and Number of copies displayed correctly."
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,2,"B/W Copy Button press with user configured settings + Lighter/Darker - UI options.
Note : Step applicable for Consumer devices with B/W Copy Button.","B/W Copy job with Button press is successful as per user settings.
Number of copies can increase or decrease by button press(B/W Copy Button OR +- button, etc)
LED status, Sound and Number of copies displayed correctly."
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,3,"B/W Copy Button press with user configured settings - EWS options.
Note : Step applicable for Consumer devices with B/W Copy Button.","B/W Copy job with Button press is successful as per user settings.
LED status, Sound and Number of copies displayed correctly."
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,4,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,5,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,6,1. Touch Menu to enter to scale mode 100%.2. Short/Long press [+] and [-] button to increase or decrease the scale value.3. Check the ID Card button.,1) ID copy button should not flash. Refer to CR DUNE-276916
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,7,1. Remove the paper from the tray. 2. Press color copy button once .3. Check the number counter and the printer's behavior.,"1) The number counter should increase 1 and start the copy job, then out of paper displays. Refer to CR DUNE-213803"
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,8,1.Set the number counter to 20.2.Load one sheet of paper on tray.3.Touch Copy button to perform 20 pages copy job -> Out of Paper screen (Er/01) displays.4.Touch cancel button on Out of Paper screen (Er/01).5.Check the number counter on front panel.,1) The copy number counter should reset to 1 after the copy job cancelled. Refer to CR DUNE-295136
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,9,"1. Make sure the wireless button is Off (Connected Ethernet or turn off wireless) and the printer is in idle state.2. Slide your finger across these three buttons: Wireless button, Resume button, Cancel button 1-3 times.3. Check the printer’s control panel.",1) The printer's control panel should behave normally without any hang issue.Refer to CR DUNE-294519
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,10,1. Load two A4 original target on ADF and load some A4 paper in tray.2. Set the Collate to On from EWS and then perform the copy job from ADF with setting 2 copies.3. Check the number counter on FP.,1) The number counter should be decreased after printed two pages (one set of documents). Refer to CR /DUNE-280733
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,11,1. Load 15/20 sheets of paper in tray.2. Touch Copy button once to perform a single copy job page by page.3. Check the output of the last copy output.,1) The copy output should be completed without any output issue. Refer to CR DUNE-278948
C73842589,Walk-up Copy-Buttons-B/W Copy Button,,12,"1. Open EWS > Settings > Tray and Paper Management > Set the Medium paper size to A5/Plain.2. Load A5 original target on glass.3. Load a single sheet 5x7in./Plain paper in tray. (key step)4. Press Copy/Resume button once to initiate a single copy job, wait the copy output printed out and then paper size mismatch error displays.5. Press cancel button and then check the behavior of printer.",1) Cancel button should work and the error can be dismissed. Refer to CR DUNE-273374
C73842686,Walk-up Copy-Buttons-Color Copy Button,"Pre-conditions :

- Device in ready state with latest build

- Feature is ready for testing",1,"Color Copy Button press with Firmware default settings. 
Note: Step applicable for Consumer devices with Color Copy Button.","Color Copy job with Button press is successful. 
LED status, Sound and Number of copies displayed correctly."
C73842686,Walk-up Copy-Buttons-Color Copy Button,,2,"Color Copy Button press with user configured settings + Lighter/Darker - UI options. 
Note: Step applicable for Consumer devices with Color Copy Button.","Color Copy job with Button press is successful as per user settings. 
Number of copies can increase or decrease by button press(Color Copy Button OR +- button, etc)
LED status, Sound and Number of copies displayed correctly."
C73842686,Walk-up Copy-Buttons-Color Copy Button,,3,"Color Copy Button press with user configured settings - EWS options. 
Note: Step applicable for Consumer devices with Color Copy Button.","Color Copy job with Button press is successful as per user settings. 
LED status, Sound and Number of copies displayed correctly."
C73842686,Walk-up Copy-Buttons-Color Copy Button,,4,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C73842686,Walk-up Copy-Buttons-Color Copy Button,,5,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),"Pre-conditions : 



- Device in ready state with latest build 

- Feature is ready for testing",1,Perform the photo copy job with default settings via Photo Copy APP.Note: Step applicable for Consumer devices with Photo Copy APP.,"The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,2,"Perform the photo copy job with user configured settings - FPUI options.
Note: Step applicable for Consumer devices with Photo Copy APP.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,3,"Perform the photo copy job with user configured settings - EWS options.
Note: Step applicable for Consumer devices with Photo Copy APP.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and CGD displays correctly."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,4,"Perform the photo copy job with user configured settings - EWS options.
Note: Step applicable for Consumer devices with 7 Segment UI, 2 Line Display, Class 1 UI.","The photo copy job could do successfully.
Output should be border-less.
LED status, Sound and Number of copies displayed correctly."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,5,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,6,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,7,"1. Power on test unit.2. Touch Copy > Document Copy > Settings button to initial a copy job as below settings.Original size: A4/Color Mode: Black only/Paper selection: A4, HP advanced Photo Papers or other photo type papers, Tray1.3. Set Tray1 to A4 & HP advanced Photo Papers by pulling out Tray 1 and pushing it back in.4. Load original A4 size target into ADF and touch copy button to perform the copy job.5. Check the output after the copy job completes.",The photo copy output should borderless and show the same content as original A4 size target without any more blank pages ejected out. Refer to CR DUNE-302936
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,8,1. Make sure the Quiet Mode is turn On from EWS/FP.2. Load 4x6in. original targets on glass and some 4x6in. photo copy job.3. Touch Copy > Document Copy > Copy button to perform the 4x6 photo copy job with other default settings.4. Check the printer UI during copy job.,1) The photo copy output should borderless.  2) Cannot Use Quiet Mode Copy (65854) screen or Quiet mode Not Supported should be displayed as photo is not support quiet mode. Refer to CR DUNE-301270
C73905279,Walk-up Copy-Apps/Button-Photo Copy (Flatbed only),,9,1. Trigger a out of paper error during photo copy job.2. Load some enough paper or cancel the copy job on this error.,1) The printer can continue the photo copy job after loading enough photo copy paper.2) The photo copy job can cancel successfully.
C73921993,Walk-up Copy-Apps/Button-ID Copy,"Pre-conditions : 
        - Device in ready state with latest build 
        - Feature is ready for testing",1,Check all settings in ID card APP in Front Panel.,All settings show correctly without missing.
C73921993,Walk-up Copy-Apps/Button-ID Copy,,2,Perform the ID card copy job with default settings via ID card Copy APP.Note: Step applicable for Consumer devices with ID card Copy APP.,"The ID card copy job could do successfully.
Output should be middle aligned.
LED status, Sound and CGD displays correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,3,Perform the ID card copy job with user configured settings - FPUI options.Note: Step applicable for Consumer devices with ID card Copy APP.,"The ID card copy job could do successfully.
Output should be middle aligned.
LED status, Sound and CGD displays correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,4,Perform the ID card copy job with user configured settings - EWS options.Note: Step applicable for Consumer devices with ID card Copy APP.,"The ID card copy job could do successfully.
Output should be middle aligned.
LED status, Sound and CGD displays correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,5,"Perform the ID card copy job with default settings via ID card copy button.
Note: Step applicable for Consumer devices with ID card copy button.(7 Segment UI, 2 Line Display, Class 1 UI.)","The ID card copy job could do successfully.
Output should be middle aligned.
LED status, Sound and Number of copies displayed correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,6,"Perform the ID card copy job with user configured settings - EWS options.
Note: Step applicable for Consumer devices with ID card copy button.(7 Segment UI, 2 Line Display, Class 1 UI.)","The ID card copy job could do successfully.
Output should be middle aligned.
LED status, Sound and Number of copies displayed correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,7,"- Change copy settings to non-default from Front panel/EWS and save it successful.
- Check copy settings takes effect.
- Perform an ID card job.","ID card copy job could do successfully.
Check copy settings saved in step 1 take NO effect in ID card copy job.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,8,"Place ID Card target placed anywhere(upper right corner, lower right corner, or center) of the flatbed scan.","ID card copy job could do successfully.
Whether the output image of the ID card copy will be cropped depends on the printer."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,9,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,10,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C73921993,Walk-up Copy-Apps/Button-ID Copy,,11,ID Card animation check1. Touch Copy > ID Card Copy > eye icon.,Animation should be played and matched with DUNE-305031
C73921993,Walk-up Copy-Apps/Button-ID Copy,,12,"ID Card copy with setting some copy settings1. Change and save the below copy settings in Document copy flow:2-sided, Page Per Sheet 2, Output Scale 25%-400%, Fit to page",Verify the ID card copy job is performed successfully without being impacted in Copy Document flow. Refer to CR DUNE-176894.
C73921993,Walk-up Copy-Apps/Button-ID Copy,,13,ID Card placed outside the white backing1. Place ID Card target placed anywhere but outside the white backing.2. Perform an ID Card copy job with Portrait placed for both side.,"The ID card copy performed successfully, and the copy output should be cropped."
C73981454,Error Handling - Interrupt scanner initialization,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"- Send a scan job from EWS/SW/FP.
- Press copy button or copy app while scanner is in initializing phase (intentionally or unintentionally).","For CGD/MGD/2 Line: UI shows ""Interrupt scanner initialization error"" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: On
Resume: Off
Cancel: On
Segment Display: Fast blink E#
Power LED: On"
C73981454,Error Handling - Interrupt scanner initialization,,2,Press button on Interrupt scanner initialization error to clear this error.,Interrupt scanner initialization error disappears and the printer returns to idle state.
C73981454,Error Handling - Interrupt scanner initialization,,3,Check this error in cdm 1. Access the cdm link:  IP/cdm/scan/v1/alerts2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C73981454,Error Handling - Interrupt scanner initialization,,4,Check this error in EWS 1. Access the EWS page.2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C73981470,Error Handling - Scanner Errors,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"Scanner mispick error
- Load a original target into ADF.
- Press copy/scan button or Copy/Scan App to send a ADF copy/scan job from EWS/SW/FP.
- Pull out the original target from ADF when the printer starts sucking the target to trigger Scanner mispick error.","For CGD/MGD/2 Line: UI shows ""Scanner mispick error"" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: Fast blinking
Resume: Off
Cancel: On
Segment Display: Fast blink paper icon
Power LED: On"
C73981470,Error Handling - Scanner Errors,,2,Touch OK button or cancel button to clear ADF Scanner mispick error.,ADF Scanner mispick error disappears and the printer returns to idle state.
C73981470,Error Handling - Scanner Errors,,3,"ADF Scanner Overfill error
- Load original target into ADF until the ADF is full.
- Press copy/scan button or Copy/Scan App to send a ADF copy/scan job from EWS/SW/FP to trigger Scanner Overfill error.","For CGD/MGD/2 Line: UI shows ""ADF Scanner Overfill error"" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: On
Resume: Off
Cancel: On
Segment Display: Fast blink paper icon
Power LED: On"
C73981470,Error Handling - Scanner Errors,,4,Touch button on Scanner Overfill error to clear it.,Scanner Overfill error disappears.
C73981470,Error Handling - Scanner Errors,,5,"ADF Scanner Jam error
- Load a original target into ADF.
- Press copy/scan button or Copy/Scan App to send a ADF copy/scan job from EWS/SW/FP.
- Lift up the scanner when it is halfway through scanning the original target.","For CGD/MGD/2 Line: UI shows ""ADF Scanner Overfill error"" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: On
Resume: Off
Cancel: On
Segment Display: Fast blink paper icon
Power LED: On"
C73981470,Error Handling - Scanner Errors,,6,Touch Help and Animation button on CGD/MDG.,Animation shows clear path and correctly.
C73981470,Error Handling - Scanner Errors,,7,Clear the paper from ADF or press Cancel button.,Scanner Jam error disappears.
C73981470,Error Handling - Scanner Errors,,8,Check this error in cdm 1. Access the cdm link:  IP/cdm/scan/v1/alerts2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C73981470,Error Handling - Scanner Errors,,9,Check this error in EWS 1. Access the EWS page.2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"Input Tray empty error
Take out all paper from Tray.","For CGD/MGD/2 Line: UI shows ""Input Tray empty error"" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: Off
Resume: Off
Cancel: Off
Segment Display: No change
Power LED: On"
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,2,Load some Paper into tray.,Tray Empty error disappears and the printer returns to idle state.
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,3,"Input Tray Overfill error
Load the paper into tray until the tray is full.","For CGD/MGD/2 Line: UI shows ""Input Tray Overfill error "" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: Fast blinking
Resume: Off
Cancel: On
Segment Display: Fast blink paper icon
Power LED: On"
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,4,Take out some papers from tray to clear the error.,Input Tray Overfill error disappears and the printer returns to idle state.
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,5,"Input Tray OOP inbetween job error
- Load a sheet paper into the input tray.
- Press copy button twice or change number of copies to 2 to perform the 2 copies job.","For CGD/MGD/2 Line: UI shows ""Input Tray OOP inbetween job error "" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: Fast blinking
Resume: Off
Cancel: On
Segment Display: Fast blink paper icon
Power LED: On"
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,6,Load some paper into Input Tray.,"Input Tray OOP inbetween job error disappears.
The copy job can continue print."
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,7,"Input Tray Jam error inbetween job error
- Press copy button to perform the copy job.
- Open the Input Tray and then hold on the paper during copy.","For CGD/MGD/2 Line: UI shows ""Input Tray Jam error inbetween job error "" and the string is consistent with copy workflow spec. Button in screen works well.For 7 Segment UI/Class 1 LCD screen: LED status and Sound are displayed in example below. Different printer has different LEDs, please see UX design spec.Alert LED: Fast blinking
Resume: On
Cancel: On
Segment Display: E4
Power LED: On"
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,8,"Clear the paper in input tray to clear the Input Tray Jam error.
Press cancel button or resume button.",Input Tray Jam error message disappears and the printer returns to idle state or continue the copy job.
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,9,Check this error in cdm 1. Access the cdm link:  IP/cdm/scan/v1/alerts2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.Refer to CR DUNE-281050
C73981483,Error Handling - Input Tray empty/Overfill /OOP inbetween job/Jam,,10,Check this error in EWS 1. Access the EWS page.2. Check this error I/O Ref.,Verify this error is consisten with SMS spec.Refer to CR DUNE-281050
